"","NAME","Y","X"
"3660","Upper House",995913,332848
"3659","Mucklehouse",995822,333077
"3648","Braid Point",995779,333640
"3655","Thomsons Hill",995753,332663
"3572","Red Face",995708,338127
"855","Burray",995648,347291
"3575","Boothie Geo",995647,335738
"3574","Golta",995551,336839
"3671","Row Taing",995390,337647
"4660","Moi Fea",995328,327876
"3672","Sand Geo",995188,337168
"4561","Lochs of Geniefea",995115,324624
"3664","Pan Hope",995027,337909
"4629","Ayre of Cara",994954,347645
"3647","Stony-ayre",994812,333310
"3668","Curries Firth",994810,336089
"3646","Ayre Point",994695,333547
"2965","Lyness",994563,330415
"3665","Sands Taing",994470,336460
"3556","Quoy Ness",994453,337897
"3692","Genie Fea",994401,324274
"3704","Wee Fea",994328,328736
"3555","Rocks of Scarton",994296,337969
"4442","Crootaing",994279,341810
"3567","Rotten Gutter",994247,333831
"3666","Lurdys Taing",994166,336894
"3568","West Hill",994087,334781
"3697","Hilltown",993955,329920
"3667","Lee Craig",993914,337928
"3695","Little Wee Fea",993900,328726
"3554","Blue Geo",993820,337807
"4647","Rinnigill",993793,331365
"3851","Uppertown",993781,341461
"14214","Whome",993754,336364
"3696","Gear",993732,329886
"3823","Hoxa",993674,342352
"856","St Margarets Hope",993543,344755
"3553","Sillock Geo",993330,337607
"3552","Lensty",993197,337688
"3853","Roeberry",993018,342716
"3565","Kirkie Taing",992812,336759
"2935","Hoxa Head",992795,340286
"3561","Ronie Geo",992791,337785
"3564","Warth",992718,334378
"3566","Ling Geo",992712,336991
"2933","Grim Ness",992690,349293
"13283","Quindry",992649,343113
"3563","Overgate",992551,334615
"3570","Point of Leval",992530,335661
"3560","Fallen Gloup",992508,337789
"3557","House Geo",992457,337232
"3562","Spence",992412,334905
"3558","Geo of Easter Riff",992410,337433
"3569","Cave of Banks",992402,336217
"3559","Geo of Kemun",992379,337585
"3571","Innan Neb",992288,335058
"4651","Hall of Seater",992120,329898
"3698","Upper Seatter",992089,329716
"2992","Herston",991843,341941
"4630","Little Ayre",991794,330488
"4708","Vensilly Hill",991794,345601
"4712","Herston Hill",991589,341479
"4706","Dam of Collie",991577,344946
"4666","North Ness",991534,330468
"4709","Herston Head",991532,341102
"4642","Point of Hackness",991497,333533
"3691","Skird Hill",991441,325468
"3699","Heldale",991367,328612
"4715","West Quoy",991336,347525
"2924","North Taing",991246,336969
"3690","Cairn Hill",991241,326168
"3684","Noust of Switha",991184,336523
"4563","Wyng",991065,332005
"4711","AIkers",991033,345769
"4703","The Grud",991024,347301
"4562","Hackness",990928,333755
"4669","Summery",990924,327729
"4704","Big Howe",990863,342971
"4714","Widewall",990818,343844
"4705","Little Howe",990802,343128
"3685","The Kirn",990767,336544
"2968","Longhope",990762,330536
"3689","Sowie Geo",990702,336626
"3686","Skate Geo",990651,335840
"4713","Eastside",990588,345815
"3687","Point of the Pool",990582,335731
"2926","The Kiln",990497,336614
"3688","The Pool",990491,335985
"2925","The Ool",990216,336014
"4611","Kirkie Hill",990171,343753
"4695","Glen of the Berry",989911,325015
"4646","Loomi Shuns",989789,325749
"4675","Melsetter Hill",989706,326397
"4608","Nev Hill",989565,342842
"4658","Cantick Head",989522,334662
"4691","Osmondwall",989301,333045
"4636","Hurliness",989179,328237
"4678","Roeberry",989081,334121
"4710","The Cairns",988776,343512
"4697","Wastlee Moor",988725,325492
"4570","Ward Hill",988660,345649
"4610","Sandwick",988659,343794
"4653","Brims",988469,328878
"4679","Tor Ness",988367,325541
"4618","Common of Kirk",988144,345999
"4623","Ladypark",987756,345858
"4627","Hoston Head",987461,343371
"4628","Natural Arch Stackabank",986827,343452
"4624","Windwick",986777,345849
"4621","Green Clivie",986649,343451
"4625","Husanter Point",986396,343361
"4620","North Barth Clivie",985649,342832
"4609","Gairy Hill",985582,346595
"5862","The North Head",985289,339232
"4702","Cleat",984556,345779
"5863","Keefa Hill",984411,338914
"5864","Warbister Hill",984209,339101
"5865","The Tarf",983763,338257
"4612","Liddle",983697,345917
"4707","Brough",983285,344435
"4622","Banks Head",983157,346017
"2934","Brough Ness",983011,344404
"4626","Black Geo",982810,344440
"4619","Morris Geo",982808,344601
"2923","Nethertown",978305,335319
"2922","Uppertown",976593,335181
"1753","Dunnet Head",976481,320391
"5861","The Haven",976361,335215
"12134","Bught",975098,331139
"1966","Cape Wrath",974803,225927
"1969","Signalling Sta.",974455,226208
"1970","Geodha Glas",974210,226809
"5173","Harrow",974169,328116
"2996","Scarfskerry",974135,326426
"1967","DÃ¹nan MÃ²r",974091,226098
"5171","East Mey",974045,330582
"3803","Stack ClÃ² Kearvaig",973805,229544
"12848","Ness of Duncansby",973738,338999
"1971","AChailleach Am Bodach",973685,224729
"5164","Brough",973541,322366
"12131","Store House",973493,227105
"1968","Clais ChÃ rnach",973379,226737
"3806","ClÃ©t Dhubh",973354,232770
"3","Duncansby Head",973352,340579
"5172","West Mey",973207,328182
"5174","Rattar",973167,326377
"5845","Huna",973101,336420
"3793","Geodha na Seamraig",973097,228639
"3804","ClÃ² MÃ²r",973023,230667
"13340","Gills",972916,332172
"12130","Cearbhag",972727,229205
"5175","Hunspow",972711,321654
"6104","John o Groats",972651,338040
"3809","Leac Buidhe",972424,233960
"14264","Canisbay",972215,334869
"3802","Cnoc CÃ rn an LÃ©im",972137,232699
"3800","AGhoil",971803,235095
"4829","Leac Fir Dhuirnis",971707,238894
"3808","Geodha Dubh",971511,235558
"3805","Geodha Sligeach",971504,234170
"3791","Cnoc nan Tri-mile",971395,227637
"3019","Holborn Hill",971387,309715
"4828","Geodha Ban",971372,238684
"5846","Barrock",971333,325739
"4831","Poll a Gheodha Bhain",971332,238392
"5855","Dunnet",971257,322075
"4827","Cnoc nan Sgliat",971138,238939
"3024","Port of Brims",971120,304329
"3792","Geodha Ruadh na Fola",971027,224743
"4825","An Fharaid",970893,238830
"3022","Holbornhead",970826,310270
"12845","The Biel of Duncansby",970821,338923
"3020","Brims Hill",970674,307848
"3023","Scrabster",970277,309764
"3796","Geodha Cul an Fhraochaidh",970194,224401
"3025","Middleton",969951,305927
"3026","Crosskirk",969951,302980
"12132","Radio Station",969868,314309
"4830","Meall a Bhuic",969862,239705
"11407","Head of Fastgeo",969803,339756
"3028","Thusater",969774,306881
"11408","Wife Geo Stack",969687,339722
"3807","Innisodhar",969470,232556
"3027","Hill of Lybster",969364,302265
"7053","Clardon Hill",969360,313848
"4826","Aodann Mhor",969246,240622
"3021","Scrabster Hill",969144,307871
"12844","Sailors Head",969007,339608
"5215","Clardon",968964,314724
"5248","Forss",968950,303755
"12984","Burnside",968939,310469
"5216","Thurso East",968710,312454
"5501","Rubha Meil Cuilce",968688,281481
"5249","Bridge of Forss",968645,303670
"14391","Balnakeil",968632,239207
"8684","Totegan",968625,282693
"10","Rubhan t-Socaich Ghlais",968509,223724
"56","Thurso",968493,311608
"3117","Castlehill",968455,319761
"3354","Pennyland",968442,310726
"12847","Skirza",968401,338651
"3801","Daill",968310,235861
"12846","Skirza Head",968266,339480
"3356","Mount Pleasant",968187,312327
"3116","Murkle",968147,316763
"5214","Quarryside",968145,318052
"10398","Castletown",968093,319572
"12133","Haven of Skirza",968011,338721
"3396","Balnakeil Craft Village",967979,239352
"5500","Rubha Dubh",967958,280990
"3810","Achiemore",967928,236075
"5177","Freswick",967825,336937
"7183","Greenland",967786,324280
"3795","Geodha Ruadh",967768,223457
"12752","Durness",967767,240330
"3355","Ormlie",967735,310694
"10786","Thurdistoft",967601,320972
"989","Leirinbeg",967560,241606
"3357","Mount Vernon",967496,311496
"12983","High Ormlie",967485,310427
"5267","Murrayfield",967475,307920
"990","Sangomor",967367,240555
"5265","Dixonfield",967338,313361
"5264","Haimer",967220,314302
"2974","Leirinmore",967112,242072
"5236","Buldoo",967042,299820
"3794","Bealach Cnoc nu h-Uidhe",966870,225477
"991","Smoo",966863,241597
"5185","Slickly",966776,329816
"5240","Achreamie",966715,301366
"5237","Lower Dounreay",966668,298487
"3790","Strath Chailleach",966628,224006
"13810","Dixonfield",966610,313577
"5499","Ardmore Point",966511,276991
"5271","Lythmore",966371,305242
"5241","Dounreay",966334,299268
"2210","Rudha Robhanais",966247,151841
"4439","Keoldale",966222,238103
"10405","Ceol na Mara",966154,287827
"5498","Rubha an Aird Bhig",966052,277660
"12128","Sandside Harbour",966049,295787
"3003","Baligill",965983,285136
"13416","Red Point",965946,293330
"5251","Fresgoe",965939,295634
"5302","Glengolly",965939,310164
"5239","Upper Dounreay",965923,299727
"10222","Roinn A Roidh",965885,150891
"5213","Kirkfield",965876,318639
"13321","Ceannabeinne",965855,243829
"12850","Hill of Harley",965802,337371
"5269","Newlands of Geise",965776,309013
"12129","Freisgill",965719,249122
"5502","Poulouriscaig",965695,276517
"12127","Fleuchary",965584,279981
"5303","Whitefield",965492,310523
"3004","Portskerra",965446,287685
"10411","Strathy East",965413,283943
"5268","Janetstown",965396,308449
"8632","Coopers Hill",965317,321871
"3314","Strathy",965304,284310
"10410","Strathroy",965257,285226
"5238","Isauld",965085,297646
"3811","Cnoc na Glaic Tarsuinn",965029,229454
"3816","Bealach Coire aChuidhe",965003,227484
"4883","EÃ²rapaidh",964985,151781
"5304","Geise",964917,310748
"5242","Achvarasdal",964916,298368
"5184","Alterwall",964888,328795
"10407","Cnoc na Cailliche",964874,286329
"10412","Strathy West",964874,284006
"5517","Rubha Dubh",964790,266480
"5252","Bighouse",964786,289123
"5250","Reay",964760,296768
"4886","Na CÃ²ig Peighinnean",964750,152498
"12126","Luidnagullen",964720,279953
"5217","Weydale",964671,314650
"2459","New Reay",964639,295921
"2490","Melvich",964632,288217
"5263","Shalmstry",964631,313058
"5508","Farr Point",964585,271572
"3005","Hilliclay",964539,316828
"4884","An Cnoc Ã€rd",964481,153120
"3313","Armadale",964459,278585
"10409","Dail a Bhaite",964444,283551
"3813","Bealach CoireaChoin",964429,227251
"10406","Cno Eadar Dha Allt",964326,286764
"5178","Milltown",964242,337242
"5518","Port Gaineanhach",964205,266718
"3815","Sandwood",964150,221962
"3905","Westfield",964116,305866
"5516","Caol Beag",964069,266329
"5272","Shebster",964018,301754
"5176","Auckengill",964017,336801
"5506","Rubha Dearg",963932,273498
"5507","Leac Langh",963918,272847
"5211","Fryster",963890,318392
"5212","Durran",963861,319319
"3781","Port Nis",963832,153668
"3814","Maovally Beg",963796,230643
"5504","Kirtomy",963690,274492
"5515","Mas no Buaile",963605,267352
"5244","Lochside",963564,327895
"8667","Clais Mhor",963557,273814
"5270","Knockglass",963545,305248
"5519","Strathan Skerray",963496,264376
"4885","LÃ¬onal",963489,152959
"3812","Maovally More",963400,232080
"5305","Buckies",963374,311031
"5509","Ard Beag",963360,271139
"5179","Nybster",963338,336383
"5306","Aimster",963289,311848
"2979","Farr",963272,272091
"8666","Cromsac Hill",963206,279440
"5503","Druimbasbie",963204,277067
"5182","Sortat",963200,328772
"10760","Grudie",963188,236149
"2977","Skerray",963181,266114
"5183","Lyth",963131,327906
"5210","Achingills",963129,315159
"5245","Ruthers of Howe",963112,330044
"14042","Adabroc",963033,153070
"4888","TÃ bost",963018,151991
"5510","Ard Mor",962636,270170
"5273","Lieurary",962606,307085
"4889","Suaineabost",962541,151234
"4154","EÃ²radal",962499,153714
"5322","West Calder",962439,309896
"14417","Melness",962421,258659
"5209","Sordale",962298,314658
"4882","Cros-Sgiogarstaigh",962290,152477
"5286","Golval",962148,289909
"2460","Bettyhill",962126,270673
"5204","Bowertower",962073,322983
"4880","Cros",962004,150506
"5181","Howe",961973,330398
"5253","Kirkton",961973,288996
"5208","Stemster",961956,317932
"13823","Ã€ird Dhail",961941,147959
"14339","Torrisdale",961776,267754
"4117","Sgiogarstaigh",961682,154398
"5307","Skinnet",961624,312767
"4881","Dail bho Thuath",961604,149823
"5321","North Calder",961489,311066
"5492","Keiss",961315,334677
"4887","Dail bho Dheas",961298,148628
"5207","Knockdee",961215,317074
"2976","Skullomie",961207,261765
"5192","Hastigrow",961141,326037
"5203","Halcro",961094,323544
"10408","Cnoc nam Buachillean",961077,284865
"5513","Achina",961050,270785
"5206","Roadside",960847,315245
"5266","Stemster House",960803,317973
"5309","Hoy",960639,314222
"5262","Georgemas",960595,315386
"5180","Mireland",960447,331809
"5483","Portnancon",960312,242699
"5285","Broubster",960252,303449
"3817","Blairmore",959858,219863
"5274","Calder Mains",959810,309354
"5201","Gillock",959392,321234
"5520","Borgie",959377,267545
"5205","Clayock",959256,317003
"5261","Sibster",959243,315289
"5308","Halkirk",959132,313274
"2975","Laid",959035,241199
"6719","Lochside",959006,247495
"13825","Gabhsann bho Thuath",958934,144453
"5200","Nipster",958837,321787
"5325","Upper Clayock",958772,317395
"5186","Kirk",958703,328667
"13824","Gabhsann bho Dheas",958687,143631
"5287","Achiemore",958611,289665
"5199","North Watten",958488,324053
"5279","Shurrery",958377,304316
"14167","Cuisiadar",958307,154790
"5260","Banniskirk",958101,316305
"5247","Myrelandhorn",958002,328364
"5326","Larel",957963,318663
"5310","Houstry",957883,313785
"5327","Upper Larel",957639,318978
"5319","Achagie",957495,309613
"5275","Tornameal",957366,307154
"5505","Creag nan Loagh",957358,276401
"5328","Larel Bridge",957357,319338
"5277","Brawlbin",957143,307213
"5197","Lynegar",957138,322805
"2053","Tongue",957131,259144
"5320","Tongside",957037,310376
"5276","Shinnery",956784,307214
"5187","Killimster",956763,331630
"5330","Lower Dunn",956751,320091
"5288","Craigtown",956649,289185
"5259","Achalone",956637,315448
"1358","Kinlochbervie",956342,222139
"5329","Dunn",956298,319653
"5284","Shurrery Lodge",956291,303883
"7460","Borgh",956257,141035
"2489","Braetongue",956223,259960
"5311","Harpsdale",956175,313146
"5318","Scotscalder",955935,309701
"2978","Skelpick",955835,272323
"5198","East Watten",955777,326211
"14043","Baile Gearr",955773,140054
"5188","North Killimster",955534,332765
"14102","Cuibheatotair",955477,138429
"8062","Crofts of South Dunn",955435,319336
"5317","Olgrinmore",955159,309787
"5312","Achies",955123,313383
"13079","Inshegra",955109,224895
"5278","Dorrery",955057,307513
"5314","South Strathcoul",955054,311371
"5313","Banachmore",954993,312765
"5289","Dalhalvaig",954975,289437
"10827","Kinsaile",954920,221123
"2997","Reiss",954746,333221
"5331","Toftingall",954690,318417
"14244","Polla",954551,238648
"13080","Achriesgill",954498,225350
"14041","Siadar",954431,138774
"2969","Watten",954428,324176
"5202","Winless",954033,330540
"5332","Lower Toftingall",954033,317747
"5290","Croick",953956,289522
"5258","Spittal",953931,316855
"7975","Baile an Truiseil",953649,138092
"5189","Ackergill",953375,335277
"5291","Trantlebeg",953206,289631
"5196","Bilbster",953183,327959
"5292","Trantlemore",953171,289220
"5220","Gillock",953072,334435
"5257","Mybster",952921,316813
"5190","Lochshell",952738,335364
"5246","Upper Gillock",952725,334983
"13078","Achylyness",952557,224899
"5316","Lower Westerdale",952463,312147
"2995","Staxigoe",952414,338320
"958","Rhiconich",952227,225453
"5315","Westerdale",951770,312911
"5191","Papigoe",951707,338396
"10829","Ardmore",951358,220780
"3153","Craggie",951326,289439
"5193","Haster",951140,332727
"13327","Broadhaven",951129,337717
"5194","Milton",950997,334677
"4","Wick",950990,336375
"10831","An Annait",950872,220867
"7013","Flex Hill",950718,326512
"3152","Dyke",950433,287046
"13326","Pulteneytown",950381,336574
"2971","Fanagmore",949838,217641
"14039","BrÃ¹",949716,133928
"1580","Barabhas",949480,135906
"4134","Rhifail",949457,272473
"14038","Labost",949108,127854
"5293","Forsinain Farm",948940,291192
"2471","Tarbet",948916,216415
"2972","Foindle",948775,219284
"4140","Rough Haugh",948631,272102
"13929","Ã€rnol",948589,131132
"3405","Bail Ã™r Tholastaidh",948404,153427
"5323","Strathmore Lodge",947937,310135
"5783","Muiseal",947772,246076
"13345","BrÃ gar",947765,129157
"3406","Tolastadh bho Thuath",947477,153791
"5859","Coille nam Breac",947260,282039
"1842","Meall Meadhonach",947027,72425
"1841","Tamna Geodha",946961,72368
"1840","Bians",946940,72328
"1843","SrÃ²n na Faing",946897,72861
"5256","Tacher",946850,317156
"2469","Laxford Bridge",946782,223652
"5858","Crocaich",946781,281861
"7801","Siabost",946567,125711
"1839","Geodhan Truillich",946295,72637
"5324","Lochmore Cottage",946117,308342
"5860","The Cutting",946009,282639
"14037","Dail Beag",945594,123005
"5857","Dry Burn - Thearaig",945440,282728
"11388","Thrumster",945235,333702
"11390","Moss of Iresgoe",944925,335175
"5856","Breugach",944764,285149
"7179","Shinvall",944732,316597
"7177","Dall",944694,316992
"5077","Ballachly",944668,319413
"957","Scourie",944554,215489
"3407","Gleann Tholastaidh",944554,152458
"5255","Rangag",944241,317623
"13863","Na Gearrannan",944115,119644
"5784","Strath More",944054,245264
"4141","Syre",944022,269379
"10397","Wedder Hill",943913,291183
"11389","Sarclet",943529,334817
"10396","Sguab Liath",943518,296071
"9022","Badryrie",943290,320427
"7178","Acharaskill",943182,315750
"5254","Achavanich",942849,317976
"5837","Strath Naver",942785,269118
"1581","CÃ rlabhagh",942584,120599
"177","Forsinard",942516,289034
"5105","Achkinloch",942377,319382
"2541","Griais",942292,149111
"2970","Badcall",941736,215572
"12136","Rumsdale",940991,298354
